model;vendor;price;quantity
Samsung Galaxy S7/Edge; Samsung Electronics;373;6
Xiaomi Mi 10/Pro; Xiaomi;366;7
HTC Amaze 4G; HTC;227;6
Xiaomi Mi MIX 3 5G; Xiaomi;396;3
Samsung Galaxy Xcover 3; Samsung Electronics;473;3
HTC Droid Incredible 4G LTE; HTC;290;1
LG K31; LG Electronics;270;4
Moto E (1st generation); Motorola Mobility;353;7
Samsung Galaxy A7/Duos; Samsung Electronics;426;6
ZTE Blade L2; ZTE;244;3
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;5
Samsung Galaxy Xcover 3; Samsung Electronics;473;5
BlackBerry Key2; BlackBerry Mobile;247;1
Pixel 4/XL; Google;410;6
Moto X (2nd generation); Motorola Mobility;286;5
HTC Evo Design 4G; HTC;491;3
Moto G (2nd generation); Motorola Mobility;206;8
OnePlus 8; OnePlus;283;2
Samsung Galaxy Note 5; Samsung Electronics;254;3
Xiaomi Mi 9/SE; Xiaomi;471;7
Moto X Play; Motorola Mobility;437;7
HTC Desire VC; HTC;360;2
OnePlus 8 Pro; OnePlus;390;1
Pixel 4/XL; Google;410;2
ZTE Blade G V880G; ZTE;274;7
HTC Droid Incredible 4G LTE; HTC;290;1
LG K31; LG Electronics;270;6
HTC Amaze 4G; HTC;227;8
ZTE Blade Vec 3G/4G; ZTE;447;1
Samsung Galaxy Note 5; Samsung Electronics;254;2
Samsung Galaxy A5 Duos; Samsung Electronics;200;2
HTC Desire C; HTC;199;9
HTC One V; HTC;240;7
Moto G (3rd generation); Motorola Mobility;206;8
Xiaomi Mi MIX 3 5G; Xiaomi;396;4
LG K22; LG Electronics;315;7
ZTE Blade III Pro; ZTE;234;8
ZTE Blade III Pro; ZTE;234;4
Xiaomi Black Shark 2; Xiaomi;258;4
Samsung Galaxy A7/Duos; Samsung Electronics;426;9
HTC Evo 3D; HTC;248;8
Samsung Galaxy A9 (2016); Samsung Electronics;300;8
Oppo Find; Oppo;334;9
LG Velvet; LG Electronics;496;9
ZTE Blade C V807; ZTE;229;9
Pixel 4a (5G); Google;469;2
Moto E (2nd generation); Motorola Mobility;358;4
Moto X Style; Motorola Mobility;232;5
Samsung Galaxy A7/Duos; Samsung Electronics;426;6
ZTE Blade Vec 3G/4G; ZTE;447;6
Moto G (3rd generation); Motorola Mobility;206;8
Xiaomi Black Shark 2 Pro; Xiaomi;346;5
Xiaomi Mi A3; Xiaomi;253;6
HTC Sensation XL; HTC;309;1
HTC Rhyme; HTC;201;8
OnePlus Nord N100; OnePlus;397;4
ZTE Blade V; ZTE;360;6
Moto E (2nd generation); Motorola Mobility;358;3
HTC Desire C; HTC;199;1
OnePlus 9 Pro; OnePlus;483;5
HTC One S C2; HTC;462;5
Pixel 3/XL; Google;272;9
Samsung Galaxy Note Edge; Samsung Electronics;264;3
Samsung Galaxy A5; Samsung Electronics;428;5
HTC Droid Incredible 4G LTE; HTC;290;7
LG K31; LG Electronics;270;1
ZTE Blade V; ZTE;360;6
ZTE Blade G V880G; ZTE;274;5
BlackBerry Key2; BlackBerry Mobile;247;4
HTC Evo 4G LTE; HTC;477;4
HTC Desire VC; HTC;360;2
LG Stylo 6; LG Electronics;397;1
Pixel 4a (5G); Google;469;4
OnePlus Nord N10 5G; OnePlus;414;2
LG Q61; LG Electronics;326;8
HTC Raider 4G; HTC;286;9
HTC Raider 4G; HTC;286;5
OnePlus 8T; OnePlus;328;7
Samsung Galaxy Xcover 3; Samsung Electronics;473;4
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;4
HTC Desire VC; HTC;360;7
BlackBerry Aurora; BlackBerry Mobile;429;1
HTC Salsa; HTC;257;2
HTC Evo Design 4G; HTC;491;1
ZTE Director; ZTE;432;9
Pixel 4a (5G); Google;469;5
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;8
Moto G (2nd generation); Motorola Mobility;206;4
Pixel 2/XL; Google;347;6
OnePlus 9 Pro; OnePlus;483;1
ZTE Blade C V807; ZTE;229;3
Samsung Galaxy A7/Duos; Samsung Electronics;426;4
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;2
OnePlus 8 Pro; OnePlus;390;2
Samsung Galaxy S6/Edge; Samsung Electronics;274;7
HTC Explorer; HTC;396;4
OnePlus 7T; OnePlus;341;2
LG K42/K71; LG Electronics;416;9
ZTE Director; ZTE;432;9
OnePlus 8 Pro; OnePlus;390;8
HTC Rezound; HTC;209;7
Xiaomi Black Shark 2; Xiaomi;258;1
Pixel 3/XL; Google;272;6
HTC Droid Incredible 4G LTE; HTC;290;6
OnePlus Nord N10 5G; OnePlus;414;9
HTC One X/XL; HTC;352;8
ZTE Director; ZTE;432;2
Moto E3; Motorola Mobility;341;1
Samsung Galaxy A7/Duos; Samsung Electronics;426;6
OnePlus 8T; OnePlus;328;1
Xiaomi Mi 9T; Xiaomi;388;4
ZTE Blade Q/Maxi/Mini; ZTE;374;6
OnePlus 8; OnePlus;283;5
Xiaomi Mi 9 Lite; Xiaomi;417;5
Xiaomi Mi A3; Xiaomi;253;2
Pixel 4a (5G); Google;469;4
HTC Sensation XL; HTC;309;6
LG Velvet; LG Electronics;496;5
BlackBerry Motion; BlackBerry Mobile;383;8
HTC Sensation XE; HTC;481;8
HTC Evo 3D; HTC;248;3
Samsung Galaxy A8/Duos; Samsung Electronics;402;7
Pixel 4a (5G); Google;469;3
Samsung Galaxy A7/Duos; Samsung Electronics;426;1
OnePlus Nord N10 5G; OnePlus;414;6
LG K42/K71; LG Electronics;416;7
HTC Desire VC; HTC;360;7
LG Velvet; LG Electronics;496;9
Pixel 4/XL; Google;410;7
Samsung Galaxy A9 (2016); Samsung Electronics;300;7
OnePlus 7T; OnePlus;341;4
OnePlus 9 Pro; OnePlus;483;7
ZTE Blade G V880G; ZTE;274;8
Samsung Galaxy A9 (2016); Samsung Electronics;300;4
Samsung Galaxy A9 (2016); Samsung Electronics;300;1
Samsung Galaxy Note 5; Samsung Electronics;254;5
HTC Sensation XE; HTC;481;4
Xiaomi Mi 9 Lite; Xiaomi;417;9
LG K31; LG Electronics;270;8
Xiaomi Black Shark 2; Xiaomi;258;2
LG Q92 5G; LG Electronics;216;2
OnePlus 9 Pro; OnePlus;483;5
ZTE Blade S6; ZTE;219;3
ZTE Blade C V807; ZTE;229;1
Xiaomi Mi 9/SE; Xiaomi;471;8
Samsung Galaxy A7/Duos; Samsung Electronics;426;2
HTC One S C2; HTC;462;8
Samsung Galaxy A8/Duos; Samsung Electronics;402;1
OnePlus 8; OnePlus;283;6
OnePlus 8 Pro; OnePlus;390;9
HTC Salsa; HTC;257;6
ZTE Blade L2; ZTE;244;3
Moto X (2nd generation); Motorola Mobility;286;1
Samsung Galaxy A8/Duos; Samsung Electronics;402;2
BlackBerry KeyOne; BlackBerry Mobile;346;9
Samsung Galaxy A5 Duos; Samsung Electronics;200;4
HTC One S; HTC;317;2
Xiaomi Mi 9 Lite; Xiaomi;417;2
HTC Desire VC; HTC;360;5
HTC Evo Design 4G; HTC;491;4
LG K42/K71; LG Electronics;416;2
Moto G (2nd generation); Motorola Mobility;206;2
ZTE Director; ZTE;432;2
Xiaomi Mi 9T; Xiaomi;388;7
OnePlus 8 Pro; OnePlus;390;8
Xiaomi Mi 9T Pro; Xiaomi;430;1
Pixel 5; Google;408;8
LG K42/K71; LG Electronics;416;3
HTC Sensation XL; HTC;309;8
Samsung Galaxy A9 (2016); Samsung Electronics;300;1
Xiaomi Mi A3; Xiaomi;253;4
Pixel 3/XL; Google;272;6
OnePlus 9; OnePlus;386;1
BlackBerry Aurora; BlackBerry Mobile;429;2
Pixel 4a (5G); Google;469;1
Pixel 3a/XL; Google;365;9
Xiaomi Mi 9/SE; Xiaomi;471;5
ZTE Blade L2; ZTE;244;3
Samsung Galaxy A9 (2016); Samsung Electronics;300;9
ZTE Blade G V880G; ZTE;274;6
Samsung Galaxy S6 Edge+; Samsung Electronics;434;9
HTC Explorer; HTC;396;6
LG Q92 5G; LG Electronics;216;7
Samsung Galaxy A7/Duos; Samsung Electronics;426;4
Samsung Galaxy S6 Edge+; Samsung Electronics;434;7
OnePlus Nord N100; OnePlus;397;6
Samsung Galaxy Note 5; Samsung Electronics;254;9
Pixel 4a; Google;289;7
Samsung Galaxy S7/Edge; Samsung Electronics;373;9
Motorola Droid Turbo; Motorola Mobility;444;9
Xiaomi Black Shark 2; Xiaomi;258;3
ZTE Blade Q/Maxi/Mini; ZTE;374;9
Xiaomi Mi Note 10/Pro; Xiaomi;234;4
Samsung Galaxy A3/Duos; Samsung Electronics;407;9
HTC Droid Incredible 4G LTE; HTC;290;2
Pixel 4a (5G); Google;469;8
Samsung Galaxy Xcover 3; Samsung Electronics;473;6
ZTE Blade Vec 3G/4G; ZTE;447;6
ZTE Blade L2; ZTE;244;6
Xiaomi Mi A3; Xiaomi;253;9
Samsung Galaxy Note 5; Samsung Electronics;254;7
Samsung Galaxy A9 (2016); Samsung Electronics;300;9
Samsung Galaxy Note 5; Samsung Electronics;254;1
OnePlus Nord; OnePlus;425;2
Pixel 4a (5G); Google;469;3
OnePlus 9 Pro; OnePlus;483;5
Xiaomi Mi 9T; Xiaomi;388;7
HTC One X/XL; HTC;352;5
Moto G4; Motorola Mobility;339;7
HTC Raider 4G; HTC;286;8
Pixel 4a; Google;289;1
Pixel 5; Google;408;4
HTC Explorer; HTC;396;1
Xiaomi Mi Note 10/Pro; Xiaomi;234;6
Pixel 4a; Google;289;8
OnePlus Nord N100; OnePlus;397;6
Xiaomi Mi MIX 3 5G; Xiaomi;396;9
Moto X Style; Motorola Mobility;232;4
OnePlus 8T; OnePlus;328;8
Moto X (2nd generation); Motorola Mobility;286;5
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;2
BlackBerry KeyOne; BlackBerry Mobile;346;9
HTC Droid Incredible 4G LTE; HTC;290;8
Xiaomi Mi 9 Lite; Xiaomi;417;3
Xiaomi Mi 9T; Xiaomi;388;6
OnePlus Nord N10 5G; OnePlus;414;6
BlackBerry KeyOne; BlackBerry Mobile;346;8
Xiaomi Mi 9/SE; Xiaomi;471;8
Samsung Galaxy S6 Edge+; Samsung Electronics;434;4
ZTE Director; ZTE;432;9
Xiaomi Mi Note 10/Pro; Xiaomi;234;4
BlackBerry Key2; BlackBerry Mobile;247;6
HTC Salsa; HTC;257;9
Pixel 4a; Google;289;3
Moto E (1st generation); Motorola Mobility;353;7
HTC One V; HTC;240;8
Oppo Find; Oppo;334;5
Pixel 4a (5G); Google;469;5
LG Stylo 6; LG Electronics;397;5
BlackBerry Motion; BlackBerry Mobile;383;8
Samsung Galaxy A3/Duos; Samsung Electronics;407;6
HTC One S C2; HTC;462;8
OnePlus 8 Pro; OnePlus;390;1
Xiaomi Mi 9T Pro; Xiaomi;430;4
Samsung Galaxy S6/Edge; Samsung Electronics;274;2
HTC Rezound; HTC;209;7
LG Stylo 6; LG Electronics;397;2
Xiaomi Mi Note 10/Pro; Xiaomi;234;9
ZTE Blade G V880G; ZTE;274;9
LG K42/K71; LG Electronics;416;2
HTC Desire V; HTC;359;2
Moto X Play; Motorola Mobility;437;3
ZTE Blade III Pro; ZTE;234;9
ZTE Blade G V880G; ZTE;274;6
Pixel 2/XL; Google;347;4
OnePlus 9 Pro; OnePlus;483;9
Samsung Galaxy A8/Duos; Samsung Electronics;402;5
OnePlus 7T Pro; OnePlus;329;8
LG K31; LG Electronics;270;4
Moto X (2nd generation); Motorola Mobility;286;3
ZTE Blade V; ZTE;360;6
Xiaomi Mi A3; Xiaomi;253;7
Xiaomi Black Shark 2 Pro; Xiaomi;346;7
OnePlus 9; OnePlus;386;2
HTC Amaze 4G; HTC;227;9
Xiaomi Mi 9/SE; Xiaomi;471;9
OnePlus 9; OnePlus;386;8
Moto E (1st generation); Motorola Mobility;353;3
ZTE Blade V; ZTE;360;7
HTC One S C2; HTC;462;3
HTC Sensation XL; HTC;309;1
HTC Droid Incredible 4G LTE; HTC;290;8
Samsung Galaxy A9 (2016); Samsung Electronics;300;5
LG Stylo 6; LG Electronics;397;2
HTC One V; HTC;240;5
ZTE Blade C V807; ZTE;229;5
Moto E3; Motorola Mobility;341;1
OnePlus 9 Pro; OnePlus;483;1
OnePlus 7T Pro; OnePlus;329;3
Samsung Galaxy A5; Samsung Electronics;428;5
HTC Desire VC; HTC;360;2
Oppo Find; Oppo;334;3
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;7
HTC Raider 4G; HTC;286;3
HTC Sensation XL; HTC;309;1
BlackBerry Key2; BlackBerry Mobile;247;7
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;4
Moto X Style; Motorola Mobility;232;5
Samsung Galaxy A5; Samsung Electronics;428;8
Moto X Style; Motorola Mobility;232;9
Motorola Droid Turbo; Motorola Mobility;444;4
BlackBerry Aurora; BlackBerry Mobile;429;5
Moto E (1st generation); Motorola Mobility;353;2
Pixel 4a; Google;289;3
Xiaomi Mi 9T Pro; Xiaomi;430;9
ZTE Blade L2; ZTE;244;4
HTC Salsa; HTC;257;9
Pixel 4a (5G); Google;469;3
HTC Desire V; HTC;359;3
ZTE Blade Vec 3G/4G; ZTE;447;2
Pixel 5; Google;408;8
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;1
HTC Amaze 4G; HTC;227;8
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;9
HTC Amaze 4G; HTC;227;3
HTC Droid Incredible 4G LTE; HTC;290;4
OnePlus 8 Pro; OnePlus;390;5
ZTE Director; ZTE;432;5
Moto G4; Motorola Mobility;339;3
ZTE Blade G V880G; ZTE;274;6
BlackBerry Aurora; BlackBerry Mobile;429;3
Pixel 3a/XL; Google;365;6
Xiaomi Mi 9T; Xiaomi;388;2
HTC Evo Design 4G; HTC;491;9
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;4
LG K42/K71; LG Electronics;416;7
ZTE Blade Q/Maxi/Mini; ZTE;374;8
OnePlus Nord; OnePlus;425;9
Xiaomi Mi A3; Xiaomi;253;3
Xiaomi Mi MIX 3 5G; Xiaomi;396;2
ZTE Director; ZTE;432;6
LG Velvet; LG Electronics;496;8
ZTE Director; ZTE;432;1
LG K22; LG Electronics;315;4
Xiaomi Mi 9/SE; Xiaomi;471;4
Pixel 4a; Google;289;6
HTC One V; HTC;240;5
HTC One S C2; HTC;462;7
LG Stylo 6; LG Electronics;397;9
HTC Rezound; HTC;209;2
Samsung Galaxy A8/Duos; Samsung Electronics;402;6
HTC Explorer; HTC;396;1
Moto X Style; Motorola Mobility;232;4
HTC Droid Incredible 4G LTE; HTC;290;2
HTC Evo Design 4G; HTC;491;1
Xiaomi Mi 10/Pro; Xiaomi;366;9
HTC One V; HTC;240;3
OnePlus 7T; OnePlus;341;8
LG Stylo 6; LG Electronics;397;7
Xiaomi Mi 9 Lite; Xiaomi;417;5
ZTE Blade III Pro; ZTE;234;4
Xiaomi Mi 9 Lite; Xiaomi;417;9
Pixel 2/XL; Google;347;3
HTC Raider 4G; HTC;286;5
Xiaomi Mi Note 10/Pro; Xiaomi;234;9
Samsung Galaxy S6/Edge; Samsung Electronics;274;1
Moto G (2nd generation); Motorola Mobility;206;8
BlackBerry Aurora; BlackBerry Mobile;429;6
LG Q61; LG Electronics;326;9
BlackBerry KeyOne; BlackBerry Mobile;346;7
LG Q92 5G; LG Electronics;216;8
Xiaomi Mi A3; Xiaomi;253;7
Xiaomi Mi Note 10/Pro; Xiaomi;234;3
Xiaomi Mi Note 10/Pro; Xiaomi;234;3
Motorola Droid Turbo; Motorola Mobility;444;9
ZTE Blade V; ZTE;360;1
HTC Rhyme; HTC;201;6
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;5
LG K42/K71; LG Electronics;416;6
Pixel 2/XL; Google;347;7
Moto E3; Motorola Mobility;341;4
ZTE Blade III Pro; ZTE;234;1
HTC Desire VC; HTC;360;6
ZTE Blade G/Lux; ZTE;400;1
Xiaomi Mi Note 10/Pro; Xiaomi;234;8
HTC Evo 4G LTE; HTC;477;3
OnePlus 7T Pro; OnePlus;329;6
BlackBerry KeyOne; BlackBerry Mobile;346;8
HTC Rhyme; HTC;201;4
HTC One S C2; HTC;462;9
HTC Evo Design 4G; HTC;491;5
HTC Salsa; HTC;257;4
HTC Desire V; HTC;359;8
HTC Amaze 4G; HTC;227;4
Samsung Galaxy A7/Duos; Samsung Electronics;426;4
OnePlus 8 Pro; OnePlus;390;9
ZTE Blade C V807; ZTE;229;3
Xiaomi Mi Note 10/Pro; Xiaomi;234;1
Samsung Galaxy A7/Duos; Samsung Electronics;426;3
Samsung Galaxy A5 Duos; Samsung Electronics;200;9
ZTE Blade Q/Maxi/Mini; ZTE;374;7
LG Q92 5G; LG Electronics;216;8
HTC One S C2; HTC;462;9
Samsung Galaxy A5; Samsung Electronics;428;7
Pixel 4a; Google;289;8
Moto G4; Motorola Mobility;339;5
Samsung Galaxy A8/Duos; Samsung Electronics;402;7
Xiaomi Black Shark 2 Pro; Xiaomi;346;4
Samsung Galaxy Note 5; Samsung Electronics;254;2
Xiaomi Mi 10/Pro; Xiaomi;366;9
BlackBerry Aurora; BlackBerry Mobile;429;8
Moto X Play; Motorola Mobility;437;2
HTC Desire V; HTC;359;6
ZTE Blade G/Lux; ZTE;400;3
BlackBerry Motion; BlackBerry Mobile;383;3
Moto E3; Motorola Mobility;341;2
HTC Sensation XE; HTC;481;6
Pixel 4a; Google;289;3
Samsung Galaxy S7/Edge; Samsung Electronics;373;2
Samsung Galaxy S6/Edge; Samsung Electronics;274;7
HTC Sensation XL; HTC;309;1
Pixel 2/XL; Google;347;6
Xiaomi Mi Note 10/Pro; Xiaomi;234;4
Samsung Galaxy S7/Edge; Samsung Electronics;373;4
BlackBerry Key2; BlackBerry Mobile;247;3
Xiaomi Mi 9 Lite; Xiaomi;417;5
LG K31; LG Electronics;270;2
Xiaomi Mi 9 Lite; Xiaomi;417;7
OnePlus 9 Pro; OnePlus;483;8
LG K31; LG Electronics;270;3
HTC One S C2; HTC;462;4
Xiaomi Black Shark 2 Pro; Xiaomi;346;2
Xiaomi Mi 9/SE; Xiaomi;471;2
ZTE Blade C V807; ZTE;229;4
Pixel 4a; Google;289;5
OnePlus 9 Pro; OnePlus;483;1
OnePlus 9; OnePlus;386;5
Xiaomi Mi Note 10/Pro; Xiaomi;234;7
Pixel 4a; Google;289;9
Xiaomi Mi 9 Lite; Xiaomi;417;6
Xiaomi Black Shark 2; Xiaomi;258;2
HTC Raider 4G; HTC;286;2
OnePlus 8 Pro; OnePlus;390;2
Xiaomi Mi 10/Pro; Xiaomi;366;1
Moto X (2nd generation); Motorola Mobility;286;6
HTC Desire V; HTC;359;8
Xiaomi Black Shark 2 Pro; Xiaomi;346;3
Samsung Galaxy Xcover 3; Samsung Electronics;473;7
LG Q92 5G; LG Electronics;216;8
OnePlus Nord N10 5G; OnePlus;414;1
Pixel 3/XL; Google;272;5
LG K31; LG Electronics;270;9
ZTE Blade G2; ZTE;243;7
Samsung Galaxy A5 Duos; Samsung Electronics;200;3
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;8
Pixel 4a (5G); Google;469;5
OnePlus 8 Pro; OnePlus;390;8
Samsung Galaxy A5 Duos; Samsung Electronics;200;7
Xiaomi Black Shark 2 Pro; Xiaomi;346;5
ZTE Blade Q/Maxi/Mini; ZTE;374;6
HTC Evo 4G LTE; HTC;477;2
Pixel 4/XL; Google;410;2
LG Velvet; LG Electronics;496;2
BlackBerry KeyOne; BlackBerry Mobile;346;5
LG Stylo 6; LG Electronics;397;4
OnePlus 8 Pro; OnePlus;390;8
Pixel 4a (5G); Google;469;8
BlackBerry Key2; BlackBerry Mobile;247;8
OnePlus 8T; OnePlus;328;2
HTC Sensation XL; HTC;309;7
LG Q61; LG Electronics;326;3
HTC One S C2; HTC;462;7
OnePlus 9; OnePlus;386;2
Pixel 5; Google;408;3
HTC One S; HTC;317;8
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;3
Xiaomi Black Shark 2; Xiaomi;258;3
LG Stylo 6; LG Electronics;397;4
HTC Desire VC; HTC;360;1
HTC Raider 4G; HTC;286;3
Samsung Galaxy A7/Duos; Samsung Electronics;426;5
Samsung Galaxy S7/Edge; Samsung Electronics;373;8
LG Stylo 6; LG Electronics;397;1
ZTE Blade G V880G; ZTE;274;9
OnePlus 8T; OnePlus;328;4
BlackBerry Motion; BlackBerry Mobile;383;2
Moto E (2nd generation); Motorola Mobility;358;9
Samsung Galaxy S7/Edge; Samsung Electronics;373;3
LG Stylo 6; LG Electronics;397;9
HTC Evo Design 4G; HTC;491;4
HTC Evo Design 4G; HTC;491;9
OnePlus Nord N10 5G; OnePlus;414;1
Xiaomi Black Shark 2; Xiaomi;258;1
LG Q92 5G; LG Electronics;216;4
ZTE Blade L2; ZTE;244;4
HTC Evo 4G LTE; HTC;477;5
Samsung Galaxy Xcover 3; Samsung Electronics;473;8
OnePlus 8 Pro; OnePlus;390;9
Samsung Galaxy A3/Duos; Samsung Electronics;407;3
Pixel 3/XL; Google;272;7
Moto G (2nd generation); Motorola Mobility;206;8
ZTE Blade G/Lux; ZTE;400;2
Xiaomi Mi Note 10/Pro; Xiaomi;234;8
HTC Desire V; HTC;359;6
Xiaomi Mi 9T; Xiaomi;388;9
HTC Desire VC; HTC;360;7
OnePlus 9 Pro; OnePlus;483;2
Pixel 4a; Google;289;4
LG Q92 5G; LG Electronics;216;6
LG K22; LG Electronics;315;4
Moto E (2nd generation); Motorola Mobility;358;1
Samsung Galaxy S7/Edge; Samsung Electronics;373;1
Pixel 3/XL; Google;272;9
Samsung Galaxy Note Edge; Samsung Electronics;264;4
Samsung Galaxy S6/Edge; Samsung Electronics;274;4
Pixel 3a/XL; Google;365;8
Pixel 4a; Google;289;2
Pixel 3/XL; Google;272;5
Pixel 4/XL; Google;410;8
Xiaomi Mi Note 10/Pro; Xiaomi;234;5
HTC Amaze 4G; HTC;227;1
Moto G (3rd generation); Motorola Mobility;206;9
Moto X (2nd generation); Motorola Mobility;286;6
OnePlus 9; OnePlus;386;4
Moto E (2nd generation); Motorola Mobility;358;4
Xiaomi Mi A3; Xiaomi;253;9
Moto G4; Motorola Mobility;339;6
Samsung Galaxy Note 5; Samsung Electronics;254;6
Moto E3; Motorola Mobility;341;1
ZTE Director; ZTE;432;9
OnePlus 8; OnePlus;283;8
Moto X Style; Motorola Mobility;232;7
Xiaomi Black Shark 2 Pro; Xiaomi;346;5
Moto E3; Motorola Mobility;341;5
Xiaomi Mi 9T Pro; Xiaomi;430;6
HTC Desire VC; HTC;360;7
Samsung Galaxy A5 Duos; Samsung Electronics;200;9
Xiaomi Mi 9T Pro; Xiaomi;430;8
LG K22; LG Electronics;315;5
HTC Desire VC; HTC;360;2
Motorola Droid Turbo; Motorola Mobility;444;4
Moto E (2nd generation); Motorola Mobility;358;7
Pixel 3a/XL; Google;365;9
Moto E (1st generation); Motorola Mobility;353;7
Samsung Galaxy S6/Edge; Samsung Electronics;274;9
OnePlus 9 Pro; OnePlus;483;2
Oppo Find; Oppo;334;4
ZTE Blade G2; ZTE;243;9
Pixel 5; Google;408;6
Samsung Galaxy S6/Edge; Samsung Electronics;274;5
HTC One V; HTC;240;3
Samsung Galaxy A7/Duos; Samsung Electronics;426;6
LG K31; LG Electronics;270;4
OnePlus 8; OnePlus;283;5
HTC Evo 4G LTE; HTC;477;6
Moto G4; Motorola Mobility;339;6
Xiaomi Mi MIX 3 5G; Xiaomi;396;3
ZTE Director; ZTE;432;6
Pixel 2/XL; Google;347;6
OnePlus 9 Pro; OnePlus;483;4
Xiaomi Mi 10/Pro; Xiaomi;366;8
Moto E3; Motorola Mobility;341;1
HTC Rhyme; HTC;201;3
ZTE Blade G2; ZTE;243;4
OnePlus 8 Pro; OnePlus;390;5
Samsung Galaxy A9 (2016); Samsung Electronics;300;3
Pixel 4a; Google;289;6
HTC Desire VC; HTC;360;2
Pixel 3/XL; Google;272;2
HTC Salsa; HTC;257;2
HTC Desire V; HTC;359;5
HTC Sensation XE; HTC;481;7
HTC Explorer; HTC;396;7
Pixel 3/XL; Google;272;3
Pixel 4a; Google;289;8
Xiaomi Mi Note 10/Pro; Xiaomi;234;5
ZTE Blade G V880G; ZTE;274;5
HTC Sensation XL; HTC;309;6
OnePlus 8; OnePlus;283;2
Moto G4; Motorola Mobility;339;4
Samsung Galaxy A3/Duos; Samsung Electronics;407;7
Xiaomi Mi 10/Pro; Xiaomi;366;3
Xiaomi Mi MIX 3 5G; Xiaomi;396;8
Pixel 4a (5G); Google;469;5
OnePlus Nord; OnePlus;425;1
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;2
LG Q92 5G; LG Electronics;216;7
LG K22; LG Electronics;315;8
HTC One V; HTC;240;1
HTC Desire V; HTC;359;9
Moto E (2nd generation); Motorola Mobility;358;8
Oppo Find; Oppo;334;7
HTC One S; HTC;317;3
ZTE Director; ZTE;432;2
OnePlus 9; OnePlus;386;3
OnePlus Nord N10 5G; OnePlus;414;9
HTC One S C2; HTC;462;3
ZTE Blade III Pro; ZTE;234;8
OnePlus 7T; OnePlus;341;7
Samsung Galaxy A9 (2016); Samsung Electronics;300;5
Samsung Galaxy A9 (2016); Samsung Electronics;300;5
LG K22; LG Electronics;315;6
Xiaomi Mi 9T Pro; Xiaomi;430;1
HTC Rhyme; HTC;201;8
OnePlus 7T; OnePlus;341;3
ZTE Blade III Pro; ZTE;234;9
ZTE Blade III Pro; ZTE;234;6
Moto E3; Motorola Mobility;341;9
LG Q92 5G; LG Electronics;216;4
Moto E3; Motorola Mobility;341;3
Samsung Galaxy A7/Duos; Samsung Electronics;426;4
OnePlus Nord N10 5G; OnePlus;414;6
ZTE Director; ZTE;432;4
Xiaomi Mi 9T Pro; Xiaomi;430;1
Xiaomi Mi 9/SE; Xiaomi;471;5
Motorola Droid Turbo; Motorola Mobility;444;2
Pixel 4a (5G); Google;469;2
Xiaomi Black Shark 2; Xiaomi;258;3
LG K42/K71; LG Electronics;416;5
Samsung Galaxy A7/Duos; Samsung Electronics;426;3
Samsung Galaxy A5; Samsung Electronics;428;1
Samsung Galaxy S6/Edge; Samsung Electronics;274;3
LG Stylo 6; LG Electronics;397;7
ZTE Blade G2; ZTE;243;7
HTC Evo 3D; HTC;248;3
Pixel 4a; Google;289;7
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;6
ZTE Blade III Pro; ZTE;234;9
OnePlus 9; OnePlus;386;5
HTC Evo 4G LTE; HTC;477;8
Samsung Galaxy A3/Duos; Samsung Electronics;407;2
HTC Explorer; HTC;396;4
HTC Evo 4G LTE; HTC;477;1
OnePlus 8; OnePlus;283;1
Samsung Galaxy A7/Duos; Samsung Electronics;426;3
Xiaomi Mi A3; Xiaomi;253;7
OnePlus 8 Pro; OnePlus;390;2
OnePlus 7T Pro; OnePlus;329;6
Moto X Play; Motorola Mobility;437;7
Samsung Galaxy Note Edge; Samsung Electronics;264;7
Xiaomi Mi A3; Xiaomi;253;5
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;5
Pixel 4a (5G); Google;469;9
ZTE Blade G V880G; ZTE;274;5
Pixel 2/XL; Google;347;4
HTC Salsa; HTC;257;9
Xiaomi Mi 10/Pro; Xiaomi;366;8
Samsung Galaxy S6 Edge+; Samsung Electronics;434;2
Xiaomi Black Shark 2 Pro; Xiaomi;346;9
HTC Evo Design 4G; HTC;491;8
Moto E (1st generation); Motorola Mobility;353;3
Moto E (1st generation); Motorola Mobility;353;4
Moto E (2nd generation); Motorola Mobility;358;2
